scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,reportingStatus,observation,firstReported,firstReportedBy,Collection.List,firstReportedCollectionNumber,firstReportedGBIF,firstObservediNat,firstObservedBy,firstObservedID,notes,ID,statsCode,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name
Scabrotrophon maltzani,"(Kobelt, 1878)",,sandpaper trophon,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Trophoninae,,Scabrotrophon,maltzani,NA,,NA,native,unlisted,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,,500269,MOL,accepted,500269,Scabrotrophon maltzani,Scabrotrophon maltzani
Schizobranchia insignis,"Bush, 1905",,split-branch feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Schizobranchia,insignis,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2017-05-26,Karolle Wall,iNat:7674363,,339561,WOR,accepted,339561,Schizobranchia insignis,Schizobranchia insignis
Schizoporella japonica,"Ortmann, 1890",,orange ripple bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Schizoporellidae,,,Schizoporella,japonica,NA,,NA,non-native,unlisted,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2019-05-04,Joan Septembre,iNat:24768697,misspelled Schizoporella japonicus,519486,LOP,accepted,519486,Schizoporella japonica,Schizoporella japonica
Schuchertinia allmanii,"(Bonnevie, 1898)",,snail fur hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Schuchertinia,allmanii,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,reported as Hydractinia cf. aggregata,1118982,CNI,accepted,1118982,Schuchertinia allmanii,Schuchertinia allmanii
Schuchertinia milleri,"(Torrey, 1902)",,hedge-hog hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Schuchertinia,milleri,NA,,NA,native,unlisted,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,reported as Clavactinia milleri,854771,CNI,accepted,854771,Schuchertinia milleri,Schuchertinia milleri
Scorpaenichthys marmoratus,"(Ayres, 1854)",,cabezon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Jordaniidae,,,Scorpaenichthys,marmoratus,NA,,NA,native,SNR,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2023-08-05,Quinn Galbraith-Robertson,iNat:177077126,,47638,FIS,accepted,47638,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus
Scyra acutifrons,"Dana, 1851",,sharpnose crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,Pisinae,,Scyra,acutifrons,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-009,NA,2013-10-13,Peter Luckham,iNat:2854858,,47712,ART,accepted,47712,Scyra acutifrons,Scyra acutifrons
Sebastes auriculatus,"Girard, 1854",,brown rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,auriculatus,NA,,NA,native,SNR,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,117541,FIS,accepted,117541,Sebastes auriculatus,Sebastes auriculatus
Sebastes caurinus,"Richardson, 1844",,copper rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,caurinus,NA,,NA,native,SNR,NA,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,NA,2016-05-06,Karolle Wall,iNat:3707593,,68597,FIS,accepted,68597,Sebastes caurinus,Sebastes caurinus
Sebastes diploproa,"(Gilbert, 1890)",,splitnose rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,diploproa,NA,,NA,native,SNR,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,64448,FIS,accepted,64448,Sebastes diploproa,Sebastes diploproa
Sebastes elongatus,"Ayres, 1859",,greenstriped rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,elongatus,NA,,NA,native,SNR,NA,confirmed,observed,2008-05-22,Jackson W.F. Chu,Chu (2010),,NA,2008-05-22,Jackson W.F. Chu,iNat:116334865,,230755,FIS,accepted,230755,Sebastes elongatus,Sebastes elongatus
Sebastes emphaeus,"(Starks, 1911)",,Puget Sound rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,emphaeus,NA,,NA,native,SNR,NA,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,NA,2015-05-16,Peter Luckham,iNat:2854781,,64468,FIS,accepted,64468,Sebastes emphaeus,Sebastes emphaeus
Sebastes flavidus,"(Ayres, 1862)",,yellowtail rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,flavidus,NA,,NA,native,SNR,NA,confirmed,observed,1971-08-21,Andy Lamb,PMLS,,NA,2022-05-28,Andrew Simon,iNat:119177618,,64477,FIS,accepted,64477,Sebastes flavidus,Sebastes flavidus
Sebastes maliger,"(Jordan & Gilbert, 1880)",,quillback rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,maliger,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.2,NA,2008-05-22,Jackson W.F. Chu,iNat:116447563,,63386,FIS,accepted,63386,Sebastes maliger,Sebastes maliger
Sebastes melanops,"Girard, 1856",,black rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,melanops,NA,,NA,native,SNR,NA,reported,unobserved,1993-08-16,Andy Lamb,PMLS,,NA,,,,,47760,FIS,accepted,47760,Sebastes melanops,Sebastes melanops
Sebastes nigrocinctus,"Ayres, 1859",,tiger rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,nigrocinctus,NA,,NA,native,SNR,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,230757,FIS,accepted,230757,Sebastes nigrocinctus,Sebastes nigrocinctus
Sebastes proriger,"(Jordan & Gilbert, 1880)",,redstripe rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,proriger,NA,,NA,native,SNR,NA,confirmed,observed,2008-05-22,Jackson W.F. Chu,Chu (2010),,NA,2008-05-22,Jackson W.F. Chu,iNat:116447573,,64457,FIS,accepted,64457,Sebastes proriger,Sebastes proriger
Sebastes ruberrimus,"(Cramer, 1895)",,yellow-eye rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,ruberrimus,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.3,NA,2008-05-24,Jackson W.F. Chu,iNat:116493788,,63695,FIS,accepted,63695,Sebastes ruberrimus,Sebastes ruberrimus
Semele rubropicta,"Dall, 1871",,rose-painted clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Semelidae,,,Semele,rubropicta,NA,,NA,native,unlisted,NA,reported,unobserved,1999-05-05,Andy Lamb,PMLS,,NA,,,,,371110,MOL,accepted,371110,Semele rubropicta,Semele rubropicta
Semibalanus cariosus,"(Pallas, 1788)",,thatched acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Semibalanus,cariosus,NA,,NA,native,unlisted,NA,confirmed,observed,1985-12-08,Andy Lamb,PMLS,,NA,2016-08-17,Andrew Simon,iNat:3910072,,47658,ART,accepted,47658,Semibalanus cariosus,Semibalanus cariosus
Semisuberites cribrosa,"(Miklucho-Maclay, 1870)",,funnel sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,Semisuberites,cribrosa,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,194571,POR,accepted,194571,Semisuberites cribrosa,Semisuberites cribrosa
Serpula columbiana,"Johnson, 1901",,red-trumpet calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,Serpula,columbiana,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-010,NA,2015-09-25,Karolle Wall,iNat:3706037,,131207,WOR,accepted,131207,Serpula columbiana,Serpula columbiana
Sertularella sp.,,,garland hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertularellidae,,,Sertularella,,NA,,NA,,,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2023-09-09,"Dave ""Zeuss"" Cochrane",iNat:182593081,,60656,CNI,accepted,60656,Sertularella,Sertularella
Similiclava nivea,"Calder, Choong & McDaniel, 2015",,white hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Similiclavidae,,,Similiclava,nivea,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,873890,CNI,accepted,873890,Similiclava nivea,Similiclava nivea
Solaster dawsoni,"Verrill, 1880",,morning sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,dawsoni,NA,,NA,native,unlisted,NA,reported,unobserved,,,RBCM,976-01146-012,1898264650,,,,,117692,ECH,accepted,117692,Solaster dawsoni,Solaster dawsoni
Solaster endeca,"(Linnaeus, 1771)",,northern sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,endeca,NA,,NA,native,unlisted,NA,reported,unobserved,2006-06-23,Andy Lamb,PMLS,,NA,,,,,371725,ECH,accepted,371725,Solaster endeca,Solaster endeca
Solaster stimpsoni,"Verrill, 1880",,striped sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,stimpsoni,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2013-07-23,Karolle Wall,iNat:4015173,,208013,ECH,accepted,208013,Solaster stimpsoni,Solaster stimpsoni
Solen sicarius,"Gould, 1850",,sickle jackknife-clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Solenoidea,Solenidae,,,Solen,sicarius,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-09,Andy Lamb,PMLS,,NA,,,,,54529,MOL,accepted,54529,Solen sicarius,Solen sicarius
Solidobalanus engbergi,"(Pilsbry, 1921)",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Solidobalanus,engbergi,NA,,NA,,,NA,new 2008,observed,,,,,NA,2008-11-09,Neil McDaniel,iNat:130992087,,448123,ART,accepted,448123,Solidobalanus engbergi,Solidobalanus engbergi
Solmissus sp.,,,scalloped jelly,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Cuninidae,,,Solmissus,,NA,,NA,,,NA,reported,unobserved,2009-04-04,Andy Lamb,PMLS,,NA,,,,,247208,CNI,accepted,247208,Solmissus,Solmissus
Solmundaegina nematophora,"Lindsay, 2017",,four tentacled jelly,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Solmundaeginidae,,,Solmundaegina,nematophora,NA,,NA,native,unlisted,NA,confirmed,observed,2009-04-04,Andy Lamb,PMLS,,NA,2021-03-27,"Dave ""Zeuss"" Cochrane",iNat:72245212,,1156476,CNI,accepted,1156476,Solmundaegina nematophora,Solmundaegina nematophora
Spiochaetopterus costarum pottsi,"(Berkeley, 1927)",,jointed three-section tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,Spiochaetopterus,costarum,NA,pottsi,NA,native,unlisted,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,misspelled Spiochaeopterus costarum,552559,WOR,accepted,552559,Spiochaetopterus costarum pottsi,Spiochaetopterus costarum pottsi
Spirontocaris prionota,"(Stimpson, 1864)",,deep blade shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Spirontocaris,prionota,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-023,1898324901,,,,,424249,ART,accepted,424249,Spirontocaris prionota,Spirontocaris prionota
Squalus suckleyi,"(Girard, 1855)",,Pacific spiny dogfish shark,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,Squalomorphi,Squaliformes,,,Squalidae,,,Squalus,suckleyi,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.5,NA,2017-08-14,Tyson Ehlers,iNat:8898612,reported as Squalus acanthias in CMN catalogue,201523,FIS,accepted,201523,Squalus suckleyi,Squalus suckleyi
Stagnicola sp.,,,pond snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,Lymnaeoidea,Lymnaeidae,Lymnaeinae,,Stagnicola,,NA,,NA,,,NA,new 2016,observed,,,,,NA,2016-07-13,Andrew Simon,iNat:3680865,,92192,MOL,accepted,92192,Stagnicola,Stagnicola
Stomotoca atra,"L. Agassiz, 1862",,hanging stomach jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Stomotoca,atra,NA,,NA,native,unlisted,NA,new 2015,observed,,,,,NA,2015-07-07,Karolle Wall,iNat:4052412,,255140,CNI,accepted,255140,Stomotoca atra,Stomotoca atra
Stomphia coccinea,"(Müller, 1776)",,spotted swimming anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,coccinea,NA,,NA,native,unlisted,NA,reported,unobserved,2008-04-27,Andy Lamb,PMLS,,NA,,,,,459981,CNI,accepted,459981,Stomphia coccinea,Stomphia coccinea
Stomphia didemon,"Siebert, 1973",,swimming anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,didemon,NA,,NA,native,unlisted,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,501276,CNI,accepted,501276,Stomphia didemon,Stomphia didemon
Strongylocentrotus droebachiensis,"(O.F. Müller, 1776)",,green sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,droebachiensis,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,BC Hydro - submerged cable,RBCM,986-00191-021,NA,2016-06-08,Adam Huggins,iNat:3413542,,120070,ECH,accepted,120070,Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis
Strongylocentrotus pallidus,"(G.O. Sars, 1871)",,white sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,pallidus,NA,,NA,native,unlisted,NA,reported,unobserved,1986-04-08,,RBCM,986-00191-013,NA,,,,,129221,ECH,accepted,129221,Strongylocentrotus pallidus,Strongylocentrotus pallidus
Strongylocentrotus purpuratus,"(Stimpson, 1857)",,purple urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,purpuratus,NA,,NA,native,unlisted,NA,reported,unobserved,1986-04-08,,RBCM,986-00191-012,NA,,,,,48035,ECH,accepted,48035,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus
Styela gibbsii,"Stimpson, 1864",,brown tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,gibbsii,NA,,NA,native,unlisted,NA,reported,unobserved,1985-07-29,Andy Lamb,PMLS,,NA,,,,,521988,TUN,accepted,521988,Styela gibbsii,Styela gibbsii
Styela montereyensis,"(Dall, 1872)",,stalked tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,montereyensis,NA,,NA,native,unlisted,NA,new 1978,observed,,,,,NA,1978-02-19,Rick Harbo,iNat:31752058,,333922,TUN,accepted,333922,Styela montereyensis,Styela montereyensis
Stylantheca papillosa,"(Dall, 1884)",,encrusting hydrocoral,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Stylasteridae,,,Stylantheca,papillosa,NA,,NA,native,unlisted,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,1978-02-19,Neil McDaniel,iNat:73147887,,131205,CNI,accepted,131205,Stylantheca papillosa,Stylantheca papillosa
Stylaster verrillii,"(Dall, 1884)",,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Stylasteridae,,,Stylaster,verrillii,NA,,NA,native,unlisted,NA,new 2007,observed,,,,,NA,2007-10-23,Jackson W.F. Chu,iNat:59908576,https://static.inaturalist.org/photos/95758142/large.jpeg?1600374698,459985,CNI,accepted,459985,Stylaster verrillii,Stylaster verrillii
Stylasterias forreri,"(de Loriol, 1887)",,velcro star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Stylasterias,forreri,NA,,NA,native,unlisted,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,255883,ECH,accepted,255883,Stylasterias forreri,Stylasterias forreri
Stylatula elongata,"Verrill, 1864",,spiny white sea pen,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Scleralcyonacea,,Pennatuloidea,Virgulariidae,,,Stylatula,elongata,NA,,NA,native,unlisted,NA,confirmed,observed,2016-01-23,Andy Lamb,PMLS,,NA,2023-04-22,"Dave ""Zeuss"" Cochrane",iNat:156173559,,61459,CNI,accepted,61459,Stylatula elongata,Stylatula elongata
Suberites concinnus,"Lambe, 1895",,peach ball sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Suberites,concinnus,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,873889,POR,accepted,873889,Suberites concinnus,Suberites concinnus
Suberites latus,"Lambe, 1893",,hermit crab sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Suberites,latus,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-29,Andy Lamb,PMLS,,NA,,,,,473057,POR,accepted,473057,Suberites latus,Suberites latus
Sycon sp.,,,tiny vase sponge,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Syconidae,,,Sycon,,NA,,NA,,,NA,reported,unobserved,1994-10-07,Andy Lamb,PMLS,,NA,,,,,347738,POR,accepted,347738,Sycon,Sycon
Synchirus gilli,"Bean, 1890",,manacled sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Psychrolutinae,,Synchirus,gilli,NA,,NA,native,SNR,NA,reported,unobserved,1996-09-28,Andy Lamb,PMLS,,NA,,,,,232130,FIS,accepted,232130,Synchirus gilli,Synchirus gilli
Syngnathus leptorhynchus,"Girard, 1854",,kelp pipefish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Syngnathiformes,Syngnathoidei,,Syngnathidae,Syngnathinae,,Syngnathus,californiensis,NA,,NA,native,SNR,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2016-07-03,Paz Touchburn,iNat:3612908,reported Syngnathus leptorhynchus,117570,FIS,unaccepted,117570,Syngnathus californiensis,Syngnathus californiensis
Synoicum parfustis,"(Ritter & Forsyth, 1917)",,peach-coloured compound tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Synoicum,parfustis,NA,,NA,native,unlisted,NA,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,,NA,,,,,424278,TUN,accepted,424278,Synoicum parfustis,Synoicum parfustis
Tegula funebralis,"(A. Adams, 1855)",,black tegula,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Tegulidae,,,Tegula,funebralis,NA,,NA,native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-05,John D Reynolds,iNat:25595362,,460365,MOL,accepted,460365,Tegula funebralis,Tegula funebralis
Telmessus cheiragonus,"(Tilesius, 1815)",,helmet crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cheiragonoidea,Cheiragonidae,,,Telmessus,cheiragonus,NA,,NA,native,unlisted,NA,confirmed,observed,1996-05-29,Charlie Gibbs,PMLS,,NA,2017-05-29,Karolle Wall,iNat:7659462,,180391,ART,accepted,180391,Telmessus cheiragonus,Telmessus cheiragonus
Terebratalia transversa,"(Sowerby, 1846)",,transverse lamp shell,Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,NA,,NA,native,unlisted,NA,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,NA,,,,,122157,LOP,accepted,122157,Terebratalia transversa,Terebratalia transversa
Tethya californiana,"Laubenfels, 1932",,orange rough ball sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tethyida,,,Tethyidae,,,Tethya,californiana,NA,,NA,native,unlisted,NA,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,NA,,,,,127233,POR,accepted,127233,Tethya californiana,Tethya californiana
Tetilla sp.,,,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,Tetillidae,,,Tetilla,,NA,,NA,,,NA,reported,unobserved,2008-05-21,Jackson W.F. Chu,Chu (2010),,NA,,,,,247194,POR,accepted,247194,Tetilla,Tetilla
Thelepus sp.,,,curly-head spaghetti worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Thelepodinae,,Thelepus,,NA,,NA,,,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2021-12-05,Andrew Simon,iNat:102592146,,117588,WOR,accepted,117588,Thelepus,Thelepus
Thorlaksonius brevirostris,"Bousfield & Hendrycks, 1994",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochoidea,Pleustidae,Pleustinae,,Thorlaksonius,brevirostris,NA,,NA,,,NA,new 2012,observed,,,,,NA,2012-02-11,Justin Lisaingo,iNat:158537138,,1071954,ART,accepted,1071954,Thorlaksonius brevirostris,Thorlaksonius brevirostris
Thracia trapezoides,"Conrad, 1849",,trapezoid thracia,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Thracioidea,Thraciidae,,,Thracia,trapezoides,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03313,1898304696,,,,,957343,MOL,accepted,957343,Thracia trapezoides,Thracia trapezoides
Thrombophyton trachydermum,"McFadden & Hochberg, 2003",,pale soft coral,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Malacalcyonacea,,,Paramuriceidae,,,Thrombophyton,trachydermum,NA,,NA,native,unlisted,NA,confirmed,observed,2009-01-30,Andy Lamb,PMLS,,NA,2023-05-28,"Dave ""Zeuss"" Cochrane",iNat:164552701,,424307,CNI,accepted,424307,Thrombophyton trachydermum,Thrombophyton trachydermum
Thuiaria sp.,,,embedded sea fir hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,,Thuiaria,,NA,,NA,,,NA,reported,unobserved,2006-09-28,Andy Lamb,PMLS,,NA,,,,,514521,CNI,accepted,514521,Thuiaria,Thuiaria
Thuiaria thuja,"(Linnaeus, 1758)",,bottlebrush hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,,Thuiaria,thuja,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,873882,CNI,accepted,873882,Thuiaria thuja,Thuiaria thuja
Tochuina gigantea,"(Bergh, 1904)",,orange-peel nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,Tritoniinae,,Tochuina,gigantea,NA,,NA,native,unlisted,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2009-10-03,Jackson W.F. Chu,iNat:59920054,,873733,MOL,accepted,873733,Tochuina gigantea,Tochuina gigantea
Tomopteris sp.,,,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,,,Tomopteridae,,,Tomopteris,,NA,,NA,native,unlisted,NA,confirmed,observed,2010-05-30,Andy Lamb,PMLS,,NA,2021-04-11,"Dave ""Zeuss"" Cochrane",iNat:73721942,,693689,WOR,accepted,194976,Tomopteris,Tomopteris pacifica
Tonicella cf. undocaerulea,,,blue lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,undocaerulea,NA,,NA,,,NA,new 2015,observed,,,,,NA,2015-09-25,Karolle Wall,iNat:4031847,,194021,MOL,unknown,,,Tonicella undocaerulea
