"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode","verbatimScientificName","assignedNameForReview","originalScientificName","taxonRank_review","firstReported_review","recordedBy_review","source_review","gbifID_review","Join_Count","TARGET_FID","taxonID","Latitude","Longitude","order_","Source","Join_Count_1","TARGET_FID_1","CPCAD_ID","TEIS_ID","Source_Ref","TA_LandCov","BEC_Label","BEC_SS1","BEC_MC1","SS1_Dec","SS1_StrSta","SS1_Elemen","SS1_Scient","SS1_Englis","SS1_CDC_Re","SS1_Provin","SS1_BCList","SS1_Global","BEC_SS2","BEC_MC2","SS2_Dec","SS2_StrSta","SS2_Elemen","SS2_Scient","SS2_Englis","SS2_CDC_Re","SS2_Provin","SS2_BCList","SS2_Global","BEC_SS3","BEC_MC3","SS3_Dec","SS3_StrSta","SS3_Elemen","SS3_Scient","SS3_Englis","SS3_CDC_Re","SS3_Provin","SS3_BCList","SS3_GLobal","SS1_ProvRa","SS2_ProvRa","SS3_ProvRa","IUCN_CAT","IPCA","IUCN_Categ","Shape_Leng","record_taxonID","assigned_name","verbatim_name","rank_for_review","eventDate_review","gbifID_sort","records_scientificName","match_taxonID"
"Rorippa curvisiliqua","(Hook.) Bessey ex Britt.","","curvepod yellowcress","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","Brassicaceae","","","Rorippa","Rorippa curvisiliqua","","","","","","","8/6/1912","","","","","","","","","","","reported","","UBC: Garibaldi PP Garibaldi Lake","58866","","Rorippa curvisiliqua","Rorippa curvisiliqua","Rorippa curvisiliqua","","8/6/1912","John Davidson","AndrewSimon_June_2025","","0","41405","58866","49.966667000000001","-123.150000000000006","Brassicales","AndrewSimon_June_2025","1","50322","0","23503547","https://catalogue.data.gov.bc.ca/dataset/4e71fd99-09a0-4573-aecd-b8030b48f0b7","","CWHds1","CWHds1/05","CWHds1/RS","8","6","C1A9CTPSR1","Thuja plicata - Pseudotsuga menziesii / Acer circinatum","western redcedar - Douglas-fir / vine maple","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTPSR1","S3? (2021)","Blue","G2G3","CWHds1/07","CWHds1/RD","2","6","C1A9CTPOH1","Thuja plicata / Oplopanax horridus","western redcedar / devil's club","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTPOH1","S2S3 (2016)","Blue","G2G4","","","0","6","","","","","","","","5.000000000000000","6.000000000000000","0.000000000000000","0","0","","5758.059879890000047","58866","Rorippa curvisiliqua","Rorippa curvisiliqua","","8/6/1912","","Rorippa curvisiliqua","58866"
"Heterocodon rariflorum","Nutt.","","rareflower heterocodon","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","Campanulaceae","Campanuloideae","","Heterocodon","Heterocodon rariflorum","","","","","","","7/1/2020","","","","","","","","","","","new 2020","","","58868","","Heterocodon rariflorum","Heterocodon rariflorum","Heterocodon rariflorum","","7/1/2020","LGL Limited, Environmental Research Associates, Sidney, BC","AndrewSimon_June_2025","","","","58868","","","Asterales","AndrewSimon_June_2025","0","26954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58868","Heterocodon rariflorum","Heterocodon rariflorum","","7/1/2020","","Heterocodon rariflorum","58868"
"Sedum spathulifolium","Hook.","","broad-leaved stonecrop","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","Crassulaceae","Sempervivoideae","","Sedum","Sedum spathulifolium","","","","","","","7/1/2020","","","","","","","","","","","new 2020","","","58886","","Sedum spathulifolium","Sedum spathulifolium","Sedum spathulifolium","","7/1/2020","LGL Limited, Environmental Research Associates, Sidney, BC","AndrewSimon_June_2025","","0","110909","58886","49.406570899999998","-123.522734600000007","Saxifragales","AndrewSimon_June_2025","1","55685","14796","0","https://catalogue.data.gov.bc.ca/dataset/sensitive-ecosystems-inventory-sei-detailed-polygons-with-short-attribute-table-spatial-view","","CWHxm1","CWHxm1/00","CWHxm1/FC","8","2","","Coastal Western Hemlock very wet maritime subzone","Unclassified","","","","","CWHxm1/02","CWHxm1/DC","2","5","C2A2BPMPC1","Pseudotsuga menziesii - Pinus contorta - Cladina sp.","FdPl - Cladina","https://a100.gov.bc.ca/pub/eswp/reports.do?elcode=C2A2BPMPC1","S3S4 (Jul 2004)","Yellow","GNR","","","0","","","","","","","","","0.000000000000000","4.000000000000000","0.000000000000000","0","0","","24578.075376699998742","58886","Sedum spathulifolium","Sedum spathulifolium","","7/1/2020","","Sedum spathulifolium","58886"
"Melilotus albus","Medik.","","white sweet-clover","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","Fabaceae","Faboideae","","Melilotus","Melilotus albus","","","","","","","6/7/2015","","","","","","","","","","","confirmed","","","58907","","Melilotus albus","Melilotus albus","Melilotus albus","","6/7/2015","judith holm","AndrewSimon_June_2025","","","","58907","49.698690999999997","-123.151638000000005","Fabales","AndrewSimon_June_2025","0","36026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58907","Melilotus albus","Melilotus albus","","6/7/2015","","Melilotus albus","58907"
"Geranium carolinianum","L.","","Carolina crane's-bill","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Geraniales","","","Geraniaceae","","","Geranium","Geranium carolinianum","","","","","","","11/2/1913","","","","","","","","","","","confirmed","","UBC: West Vancouver near Caulfield","58917","","Geranium carolinianum","Geranium carolinianum","Geranium carolinianum","","11/2/1913","Fred Perry","AndrewSimon_June_2025","","","","58917","49.420000000000002","-123.379999999999995","Geraniales","AndrewSimon_June_2025","0","24472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58917","Geranium carolinianum","Geranium carolinianum","","11/2/1913","","Geranium carolinianum","58917"
"Plantago major","L.","","greater plantain","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","Plantaginaceae","","","Plantago","Plantago major","","","","","","","8/12/2004","","","","","","","","","","","confirmed","","","58961","","Plantago major","Plantago major","Plantago major","","8/12/2004","Nick Page","AndrewSimon_June_2025","","3","101108","58961","49.671427999999999","-123.160150000000002","Lamiales","AndrewSimon_June_2025","1","43378","85","0","","","","CWHdm/UR","CWHdm/UR","10","","","Coastal Western Hemlock, Drier Maritime subzone","Urban/suburban neighbourhood","","","","","","","0","","","","","","","","","","","0","","","","","","","","","0.000000000000000","0.000000000000000","0.000000000000000","4","0","III: Provincial Protected Area","3417.382232550000026","58961","Plantago major","Plantago major","","8/12/2004","","Plantago major","58961"
"Montia fontana","L.","","blinks","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","Montiaceae","","","Montia","Montia fontana","","","","","","","4/5/1915","","","","","","","","","","","confirmed","","UBC: Caulfield","58990","","Montia fontana","Montia fontana","Montia fontana","","4/5/1915","F. Perry","AndrewSimon_June_2025","","","","58990","49.349708172711097","-123.251003519587996","Caryophyllales","AndrewSimon_June_2025","0","37564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58990","Montia fontana","Montia fontana","","4/5/1915","","Montia fontana","58990"
"Portulaca oleracea","L.","","common purslane","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","Portulacaceae","","","Portulaca","Portulaca oleracea","","","","","","","9/4/2019","","","","","","","","","","","new 2019","","","58991","","Portulaca oleracea","Portulaca oleracea","Portulaca oleracea","","9/4/2019","Ben Keen","AndrewSimon_June_2025","","","","58991","49.379413999999997","-123.337722999999997","Caryophyllales","AndrewSimon_June_2025","0","46310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58991","Portulaca oleracea","Portulaca oleracea","","9/4/2019","","Portulaca oleracea","58991"
"Collinsia parviflora","Lindl.","","maiden blue-eyed mary","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","Plantaginaceae","","","Collinsia","Collinsia parviflora","","","","","","","5/29/2011","","","","","","","","","","","confirmed","","","59013","","Collinsia parviflora","Collinsia parviflora","Collinsia parviflora","","5/29/2011","hillanddale","AndrewSimon_June_2025","","0","112197","59013","49.377696999999998","-123.325675000000004","Lamiales","AndrewSimon_June_2025","1","14747","0","0","https://islandstrust.bc.ca/programs/ecosystem-inventories/","","","CWHxm1/01","CWHxm1/HK","6","5","C1A9CTHKO1","Tsuga heterophylla - Pseudotsuga menziesii / Kindbergia oregana","western hemlock - Douglas-fir / Oregon beaked-moss","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTHKO1","S2 (2013)","Red","G3G4","CWHxm1/02","CWHxm1/DC","4","5","C2A2BPMPC1","Pseudotsuga menziesii - Pinus contorta - Cladina sp.","FdPl - Cladina","https://a100.gov.bc.ca/pub/eswp/reports.do?elcode=C2A2BPMPC1","S3S4 (Jul 2004)","Yellow","GNR","","","0","0","","","","","","","","8.000000000000000","4.000000000000000","0.000000000000000","0","0","","1351.373911760000055","59013","Collinsia parviflora","Collinsia parviflora","","5/29/2011","","Collinsia parviflora","59013"
"Limosella aquatica","L.","","water mudwort","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","Plantaginaceae","","","Limosella","Limosella aquatica","","","","","","","7/14/2018","","","","","","","","","","","new 2018","","","59016","","Limosella aquatica","Limosella aquatica","Limosella aquatica","","7/14/2018","Frank Lomer, Judith Holm","AndrewSimon_June_2025","","1","102092","59016","49.692888999069702","-123.175583000000003","Lamiales","AndrewSimon_June_2025","1","31577","1152","0","","","","CWHdm/MU","CWHdm/MU","10","1","","Coastal Western Hemlock, Drier Maritime subzone","Mudflat sediment","","","","","","","0","","","","","","","","","","","0","","","","","","","","","0.000000000000000","0.000000000000000","0.000000000000000","5","0","IV: Habitat/Species Management Area","1026.470585779999965","59016","Limosella aquatica","Limosella aquatica","","7/14/2018","","Limosella aquatica","59016"
"Verbascum blattaria","L.","","moth mullein","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","Scrophulariaceae","","","Verbascum","Verbascum blattaria","","","","","","","7/1/2021","","","","","","","","","","","new 2021","","","59028","","Verbascum blattaria","Verbascum blattaria","Verbascum blattaria","","7/1/2021","Ben Keen","AndrewSimon_June_2025","","","","59028","49.382235999999999","-123.334515999999994","Lamiales","AndrewSimon_June_2025","0","65448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59028","Verbascum blattaria","Verbascum blattaria","","7/1/2021","","Verbascum blattaria","59028"
"Verbascum thapsus","L.","","common mullein","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","Scrophulariaceae","","","Verbascum","Verbascum thapsus","","","","","","","5/31/2015","","","","","","","","","","","confirmed","","","59029","","Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","","5/31/2015","judith holm","AndrewSimon_June_2025","","0","101645","59029","49.818129999999996","-123.154258999999996","Lamiales","AndrewSimon_June_2025","1","65454","625","0","","","","CWHdm/RW","CWHdm/RW","10","","","Coastal Western Hemlock, Drier Maritime subzone","Rural neighbourhood","","","","","","","0","","","","","","","","","","","0","","","","","","","","","0.000000000000000","0.000000000000000","0.000000000000000","0","0","","859.874390773999949","59029","Verbascum thapsus","Verbascum thapsus","","5/31/2015","","Verbascum thapsus","59029"
"Solanum americanum","Mill.","","American black nightshade","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Solanales","","","Solanaceae","Solanoideae","","Solanum","Solanum americanum","","","","","","","11/25/2018","","","","","","","","","","","new 2018","","","59035","","Solanum americanum","Solanum americanum","Solanum americanum","","11/25/2018","Ben Keen","AndrewSimon_June_2025","","0","112426","59035","49.371022000000004","-123.331817000000001","Solanales","AndrewSimon_June_2025","1","56487","0","0","https://islandstrust.bc.ca/programs/ecosystem-inventories/","","","CWHxm1/00","CWHxm1/AM","4","0","","Coastal Western Hemlock very wet maritime subzone","Unclassified","","","","","CWHxm1/02","CWHxm1/DC","4","5","C2A2BPMPC1","Pseudotsuga menziesii - Pinus contorta - Cladina sp.","FdPl - Cladina","https://a100.gov.bc.ca/pub/eswp/reports.do?elcode=C2A2BPMPC1","S3S4 (Jul 2004)","Yellow","GNR","CWHxm1/00","CWHxm1/AM","2","2","","Coastal Western Hemlock very wet maritime subzone","Unclassified","","","","","0.000000000000000","4.000000000000000","0.000000000000000","0","0","","1634.527226200000086","59035","Solanum americanum","Solanum americanum","","11/25/2018","","Solanum americanum","59035"
"Scirpus microcarpus","J. Presl & C. Presl.","","panicled bulrush","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","Cyperoideae","","Scirpus","Scirpus microcarpus","","","","","","","5/18/2015","","","","","","","","","","","confirmed","","","59068","","Scirpus microcarpus","Scirpus microcarpus","Scirpus microcarpus","","5/18/2015","judith holm","AndrewSimon_June_2025","","","","59068","49.376255000000000","-123.259742000000003","Poales","AndrewSimon_June_2025","0","55230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59068","Scirpus microcarpus","Scirpus microcarpus","","5/18/2015","","Scirpus microcarpus","59068"
"Schoenoplectus pungens","(Vahl) Palla","","common threesquare","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","Cyperoideae","","Schoenoplectus","Schoenoplectus pungens","","","","","","","7/1/2020","","","","","","","","","","","new 2020","","","59072","","Schoenoplectus pungens","Schoenoplectus pungens","Schoenoplectus pungens","","7/1/2020","LGL Limited, Environmental Research Associates, Sidney, BC","AndrewSimon_June_2025","","","","59072","","","Poales","AndrewSimon_June_2025","0","55199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59072","Schoenoplectus pungens","Schoenoplectus pungens","","7/1/2020","","Schoenoplectus pungens","59072"
"Agrostis exarata","Trin.","","Pacific bentgrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooidiae","","Agrostis","Agrostis exarata","","","","","","","1/1/1965","","","","","","","","","","","confirmed","","","59088","","Agrostis exarata","Agrostis exarata","Agrostis exarata","","1/1/1965","B. Fraser","AndrewSimon_June_2025","","","","59088","49.685530999999997","-123.150000000000006","Poales","AndrewSimon_June_2025","0","2391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59088","Agrostis exarata","Agrostis exarata","","1/1/1965","","Agrostis exarata","59088"
"Festuca occidentalis","Hook.","","western fescue","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","","","Festuca","Festuca occidentalis","","","","","","","7/6/1978","","","","","","","","","","","confirmed","","iNat: needs i.d.","59091","","Festuca occidentalis","Festuca occidentalis","Festuca occidentalis","","7/6/1978","Oldriska Ceska","AndrewSimon_June_2025","","0","98883","59091","49.633333000000000","-123.049999999999997","Poales","AndrewSimon_June_2025","1","22119","0","23258674","https://catalogue.data.gov.bc.ca/dataset/4e71fd99-09a0-4573-aecd-b8030b48f0b7","","CWHvm2","CWHvm2/01","CWHvm2/AB","10","7","C1A9CAAVA1","Tsuga heterophylla - Abies amabilis - Vaccinium alaskense","HwBa - Blueberry","https://a100.gov.bc.ca/pub/eswp/reports.do?elcode=C1A9CAAVA1","S3S4 (Jun 2019)","Yellow","GNR","","","0","7","","","","","","","","","","0","7","","","","","","","","4.000000000000000","0.000000000000000","0.000000000000000","0","0","","1303.452192040000000","59091","Festuca occidentalis","Festuca occidentalis","","7/6/1978","","Festuca occidentalis","59091"
"Potamogeton foliosus","Raf.","","leafy pondweed","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Alismatales","","","Potamogetonaceae","","","Potamogeton","Potamogeton foliosus","","","","","","","8/12/1977","","","","","","","","","","","reported","","RBCM: Lucille Lake","59107","","Potamogeton foliosus","Potamogeton foliosus","Potamogeton foliosus","","8/12/1977","Patrick Warrington; J. Goddard","AndrewSimon_June_2025","","0","41716","59107","49.952778000000002","-123.160832999999997","Alismatales","AndrewSimon_June_2025","1","46322","0","23503457","https://catalogue.data.gov.bc.ca/dataset/4e71fd99-09a0-4573-aecd-b8030b48f0b7","","CWHds1","CWHds1/02","CWHds1/DK","7","6","C1A9CPMAU1","Pseudotsuga menziesii - Pinus contorta / Arctostaphylos uva-ursi Dry Submaritime","Douglas-fir - lodgepole pine / kinnikinnick Dry Submaritime","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CPMAU1","S2 (2004)","Red","G2G4 (2005)","CWHds1/00","CWHds1/RO","3","6","","Coastal Western Hemlock dry submaritime subzone","Unclassified","","","","","","","0","6","","","","","","","","8.000000000000000","0.000000000000000","0.000000000000000","0","0","","2497.335093090000100","59107","Potamogeton foliosus","Potamogeton foliosus","","8/12/1977","","Potamogeton foliosus","59107"
"Nuttallanthus canadensis","(L.) D.A. Sutton","","blue toadflax","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","Plantaginaceae","","","Nuttallanthus","Nuttallanthus canadensis","","","","","","","9/17/1978","","","","","","","","","","","reported","","UBC: near Britannia Beach","59112","","Nuttallanthus canadensis","Nuttallanthus canadensis","Nuttallanthus canadensis","","9/17/1978","R.C. Summerbell, C. wilson","AndrewSimon_June_2025","","1","98817","59112","49.633333000000000","-123.116667000000007","Lamiales","AndrewSimon_June_2025","1","39113","0","23259270","https://catalogue.data.gov.bc.ca/dataset/4e71fd99-09a0-4573-aecd-b8030b48f0b7","","MHmmp","MHmmp/00","MHmmp/MB","8","7","","Mountain Hemlock – Moist Maritime subzone","Unclassified","","","","","MHmmp/00","MHmmp/MH","2","7","","Mountain Hemlock – Moist Maritime subzone","Unclassified","","","","","","","0","7","","","","","","","","0.000000000000000","0.000000000000000","0.000000000000000","9","0","OECMs (Natural Areas, Municipal Parks,Nature Reserve, Old Growth Management Area)","1513.603498069999887","59112","Nuttallanthus canadensis","Nuttallanthus canadensis","","9/17/1978","","Nuttallanthus canadensis","59112"
