"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observation","firstReported","firstReportedBy","Collection.List","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode","firstReportedSource","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","recordCount","iNatObservationStatus"
"Trigonium arcticum","(Brightwell) Cleve",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Coscinodiscophycidae",,"Stellarimales","",,"Trigoniaceae","","","Trigonium","arcticum",,"","",,"unlisted","unlisted","reported",,"2013-01-08","",,"",,,,,"",841425,"ALG","iNaturalist","2013-01-08","","iNaturalist","",1,"observed"
"Tryblionella apiculata","W.Gregory",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Bacillariales","",,"Bacillariaceae","","","Tryblionella","apiculata",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:143",,,,,"",895314,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:143",1,"unobserved"
"Tryblionella gaoana","Tryblionella gaoana Witkowski & Chunlian Li",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Bacillariales","",,"Bacillariaceae","","","Tryblionella","gaoana",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:144",,,,,"",1465264,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:102",3,"unobserved"
"Ulva australis","Areschoug",,"sea lettuce","Plantae","Chlorophyta","","","Ulvophyceae","",,"Ulvales","",,"Ulvaceae","","","Ulva","australis",,"","",,"unlisted","unlisted","new 2023",,"2023-05-28","S.C. Lindstrom",,"17902",,,,,"",1260605,"ALG","SCL","2023-05-28","S.C. Lindstrom","SCL","17902",1,"unobserved"
"Ulva expansa","(Setchell) Setchell & N.L.Gardner",,"large sea lettuce","Plantae","Chlorophyta","","","Ulvophyceae","",,"Ulvales","",,"Ulvaceae","","","Ulva","expansa",,"","",,"unlisted","unlisted","new 2023",,"2023-05-26","Zach Montieth",,"17862",,,,,"",338997,"ALG","SCL","2023-05-26","Zach Montieth","SCL","17862",1,"unobserved"
"Ulva fenestrata","Postels & Ruprecht",,"sea lettuce","Plantae","Chlorophyta","","","Ulvophyceae","",,"Ulvales","",,"Ulvaceae","","","Ulva","fenestrata",,"","",,"unlisted","unlisted","confirmed",,"1977-11-27","Michael W. Hawkes",,"A57503",,,,,"reported as Ulva lactuca L.",152972,"ALG","UBC","2023-07-15","","iNaturalist","",179,"observed"
"Ulva intestinalis","L.",,"gutweed","Plantae","Chlorophyta","","","Ulvophyceae","",,"Ulvales","",,"Ulvaceae","","","Ulva","intestinalis",,"","",,"unlisted","unlisted","confirmed",,"1996-09-29","Charlie Gibbs",,"PMLS2021:20",,,,,"",130197,"ALG","PMLS","2023-06-27","","iNaturalist","",29,"observed"
"Ulva linza","L.",,"green string lettuce","Plantae","Chlorophyta","","","Ulvophyceae","",,"Ulvales","",,"Ulvaceae","","","Ulva","linza",,"","",,"unlisted","unlisted","new 2023",,"2023-05-26","Zach Montieth",,"17863",,,,,"",201435,"ALG","SCL","2023-05-26","Zach Montieth","SCL","17863",1,"unobserved"
"Ulvaria obscura var. blyttii","(Areschoug) Bliding",,"dark sea lettuce","Plantae","Chlorophyta","","","Ulvophyceae","",,"Ulvales","",,"Ulvaceae","","","Ulvaria","obscura",,"","blyttii",,"unlisted","unlisted","new 2023",,"2023-05-27","Zach Montieth",,"",,,,,"",504877,"ALG","Lindstrom 2023","2023-05-27","Zach Montieth","Lindstrom 2023","",1,"unobserved"
"Ulvella sp.","",,"micro sea lettuce","Plantae","Chlorophyta","","","Ulvophyceae","",,"Ulvales","",,"Ulvellaceae","","","Ulvella","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:263",,,,,"",345806,"ALG","Webber et al. 2020","2023-01-01","Mark Webber, Arjan van Asselt","Webber et al. 2023","WEBBERETAL2023:175",2,"unobserved"
"Urospora sp.","",,"green alga","Plantae","Chlorophyta","","","Ulvophyceae","",,"Codiolales","",,"Acrosiphoniaceae","","","Urospora","",,"","",,"unlisted","unlisted","new 2020",,"2020-04-24","",,"",,,,,"",339056,"ALG","iNaturalist","2020-04-24","","iNaturalist","",1,"observed"
"Vaucheria sp.","",,"water felt","Chromista","Ochrophyta","","","Xanthophyceae","",,"Vaucheriales","",,"Vaucheriaceae","","","Vaucheria","",,"","",,"unlisted","unlisted","new 2022",,"2022-04-01","",,"",,,,,"",53662,"ALG","iNaturalist","2022-04-01","","iNaturalist","",1,"observed"
"Vertebrata woodii","(Harvey) Kuntze",,"cartilage-wing seaweed","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Ceramiales","",,"Rhodomelaceae","","","Vertebrata","woodii",,"","",,"unlisted","unlisted","confirmed",,"2005-12-10","Andy Lamb",,"PMLS2021:1123",,,,,"reported as Pterochondria woodii in PMLS records; barcoded",1339931,"ALG","PMLS","2016-03-27","Andy Lamb","PMLS","PMLS2021:2254",15,"unobserved"
"Wildemania cuneiformis","(Setchell & Hus) S.C.Lindstrom",,"red cellophane","Plantae","Rhodophyta","Eurhodophytina","","Bangiophyceae","",,"Bangiales","",,"Bangiaceae","","","Wildemania","cuneiformis",,"","",,"unlisted","unlisted","new 2023",,"2023-05-28","S.C. Lindstrom",,"17905",,,,,"",866993,"ALG","SCL","2023-05-28","S.C. Lindstrom","SCL","17905",1,"unobserved"
"Zoothamnium sp.","",,"ciliate","Chromista","Ciliophora","Intramacronucleata","","Oligohymenophorea","Peritrichia",,"Sessilida","",,"Zoothamniidae","","","Zoothamnium","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:184",,,,,"",203812,"ALG","Webber et al. 2020","2023-01-01","Mark Webber, Arjan van Asselt","Webber et al. 2023","WEBBERETAL2023:129",2,"unobserved"
