"","Taxon","Taxon.Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Origin","Status","Reporting.Status","Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"907","Poa infirma","Kunth","","diploid annual bluegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Poa","exotic","SNA","reported","unobserved","2014-05-13","Frank Lomer","UBC","V241909",NA,"","","","Montague tidal mud; Sturdies Bay, crumbling blacktop margin",78642,"VAS"
"908","Poa nemoralis","L.","","Woods bluegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Poa","exotic","SNA","reported","unobserved","1984-06-02","Harvey Janszen","RBCM","V129588",1949578346,"","","","",78649,"VAS"
"909","Poa pratensis","L.","","Kentucky bluegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Poa","exotic","SNA","confirmed","observed","1975-05-31","Angela Wood","RBCM","V097106",1949546221,"2017-05-29","Andrew Simon","https://www.inaturalist.org/observations/6434816","sphagnum bog",60307,"VAS"
"910","Poa secunda","J. Presl","","Sandberg's Bluegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Poa","native","S5","reported","unobserved","1981-04-27","Harvey Janszen","RBCM","V113790",1949562792,"","","","reported as Poa secundassp. secunda(V113790)",57198,"VAS"
"911","Poa trivialis","L.","","rough bluegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Poa","exotic","SNA","confirmed","observed","1979-06-28","Harvey Janszen","RBCM","V097867",1949546779,"2019-06-01","Andrew Simon","https://www.inaturalist.org/observations/26203680","",78657,"VAS"
"912","Polygonum aviculare","L.","","common knotweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Polygonaceae","","","Polygonum","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-07-11","Andrew Simon","https://www.inaturalist.org/observations/14281202","",78678,"VAS"
"913","Polygonum douglasii","Greene","","Douglas's knotweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Polygonaceae","","","Polygonum","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-08-11","Tyson Ehlers","https://www.inaturalist.org/observations/9043871","",78682,"VAS"
"914","Polygonum fowleri","B.L. Rob.","","Fowler's knotweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Polygonaceae","","","Polygonum","native","S4","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2020-08-11","Andrew Simon","https://www.inaturalist.org/observations/56194855","",78683,"VAS"
"915","Polygonum paronychia","Cham. & Schltdl.","","beach knotweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales",NA,NA,"Polygonaceae","Polygonoideae","Polygoneae","Polygonum","","","new 2020","observed","","","","",NA,"2020-09-17","maplerice","https://www.inaturalist.org/observations/59943370","",60734,"VAS"
"916","Polygonum spergulariiforme","Meisn. ex Small","","spurry knotweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Polygonaceae","","","Polygonum","native","S5","new 2018","observed","","","","",NA,"2018-07-05","Andrew Simon & Kevin Toomer","https://www.inaturalist.org/observations/14245811","",238107,"VAS"
"917","Polypodium glycyrrhiza","D.C. Eaton","","licorice fern","Plantae","Pteridophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales",NA,NA,"Polypodiaceae","Polypodioideae","","Polypodium","native","S5","confirmed","observed","1961-05-08","J. A. Calder","UBC","V103250",NA,"2015-03-13","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2589280","",55104,"VAS"
"918","Polypogon monspeliensis","(L.) Desf.","","rabbitfoot polypogon","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Polypogon","exotic","SNA","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",57197,"VAS"
"919","Polystichum munitum","(Kaulf.) C. Presl","","sword fern","Plantae","Pteridophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales",NA,NA,"Dryopteridaceae","","","Polystichum","native","S5","confirmed","observed","1975-08-13","Angela Wood","RBCM","V097107",1949546091,"2009-07-08","Shera Street","http://www.inaturalist.org/observations/2635221","",47751,"VAS"
"920","Populus nigra","L.","","black poplar","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Malpighiales",NA,NA,"Salicaceae","","","Populus","exotic","SNA","new 2017","observed","","","","",NA,"2017-05-27","Andrew Simon","https://www.inaturalist.org/observations/6411171","",47565,"VAS"
"921","Populus tremuloides","Michx.","","trembling aspen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Malpighiales",NA,NA,"Salicaceae","","","Populus","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-02-15","Andrew Simon","http://www.inaturalist.org/observations/2564997","presence of putative subspecies Populus tremuloides var. vancouveriana still in question",54840,"VAS"
"922","Populus trichocarpa","Torr. & A. Gray","","black cottonwood","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Malpighiales",NA,NA,"Salicaceae","","","Populus","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-03-03","Andrew Simon","http://www.inaturalist.org/observations/2763298","",78699,"VAS"
"923","Potamogeton amplifolius","Tuck.","","large-leaved pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales",NA,NA,"Potamogetonaceae","","","Potamogeton","native","S5","new 2016","observed","","","","",NA,"2016-06-05","Andrew Simon","http://www.inaturalist.org/observations/3414442","",78705,"VAS"
"924","Potamogeton berchtoldii","Fieber","","small pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales",NA,NA,"Potamogetonaceae","","","Potamogeton","native","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",78706,"VAS"
"925","Potamogeton gramineus","L.","","grass-leaved pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales",NA,NA,"Potamogetonaceae","","","Potamogeton","native","S5","reported","unobserved","2002-08-12","Keith Erickson & S. Gates","Laughlin Lake Vegetation Community Mapping","",NA,"","","","",78710,"VAS"
"926","Potamogeton natans","L.","","floating-leaved pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales",NA,NA,"Potamogetonaceae","","","Potamogeton","native","S5","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2021-07-21","Andrew Simon","https://www.inaturalist.org/observations/89513222","",78712,"VAS"
"927","Potamogeton oakesianus","J.W. Robbins","","Oakes' pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales",NA,NA,"Potamogetonaceae","","","Potamogeton","native","SU","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",167324,"VAS"
"928","Potamogeton pusillus","L.","","small pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales",NA,NA,"Potamogetonaceae","","","Potamogeton","native","S5","reported","unobserved","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"","","","",78714,"VAS"
"929","Potentilla norvegica","L.","","Norwegian cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Potentilla","native","S5","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","“Sunshine Farm” —weird religious group NW of sphagnum bog; ask Donna Marben about this place",55732,"VAS"
"930","Potentilla recta","L.","","sulphur cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales",NA,NA,"Rosaceae","Rosoideae","Potentilleae","Potentilla","","","new 2020","observed","","","","",NA,"2020-06-22","Christopher Heffley","https://www.inaturalist.org/observations/50580859","",62211,"VAS"
"931","Primula hendersonii","(A. Gray) Mast & Reveal","","broad-leaved shootingstar","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Primulaceae","","","Primula","native","S4","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-04-15","Kristian Sigvardsen","http://inaturalist.ca/observations/5735876","",487175,"VAS"
"932","Primula pauciflora var. pauciflora","Franch.","","pretty shootingstar","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Primulaceae","","","Primula","native","S5","reported","unobserved","1984-06-02","Harvey Janszen","RBCM","V129550",1949578473,"","","","reported asDodecatheon meadia var.pulchellum(V129550); Bellhouse Park, vernal seep pools on rocky shore",498086,"VAS"
"933","Prunella vulgaris var. vulgaris","L.","","selfheal","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Lamiales",NA,NA,"Lamiaceae","","","Prunella","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-06-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2564163","",52764,"VAS"
"934","Prunus avium","(L.) L.","","sweet cherry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Prunus","exotic","SNA","new 2016","observed","","","","",NA,"2016-02-22","Lauren Magner & Andrew Simon","http://inaturalist.ca/observations/2710472","",61964,"VAS"
"935","Prunus cerasifera","Ehrh.","","cherry plum","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Prunus","exotic","SNA","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano 2017","",NA,"2019-05-04","Leena Dietz Chiasson","https://www.inaturalist.org/observations/24715310","",55837,"VAS"
"936","Prunus emarginata","(Douglas ex Hook.) Walp.","","bitter cherry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Prunus","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2012-06-15","Alison, Laura and Malcolm Colwell","http://www.inaturalist.org/observations/2586526","",63905,"VAS"
"937","Prunus laurocerasus","L.","","cherry-laurel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Prunus","exotic","SNA","confirmed","observed","1989-04-06","Gerald B. Straley","UBC","V197833",NA,"2016-05-09","Andrew Simon","http://www.inaturalist.org/observations/3649978","",61432,"VAS"
"938","Prunus virginiana","L.","","choke cherry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Prunus","native","S5","new 2017","observed","","","","",NA,"2017-04-13","Kris Krüg","http://inaturalist.ca/observations/5677803","",54835,"VAS"
"939","Prunus x pugetensis","Jacobson & Zika","","hybrid cherry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Prunus","exotic","SNA","reported","unobserved","2014-05-13","Frank Lomer","UBC","V241908",NA,"","","","backyard of house at corner of Gulf Road and Sturdies Bay Road; anthropogenic. No interest. –QC",170971,"VAS"
"940","Pseudognaphalium stramineum","(Kunth) Anderb.","","cotton-batting cudweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Pseudognaphalium","native","SU","confirmed","observed","1905-07-08","Matt Fairbarns","Vascular Plant Survey of a Rock Bluff System on Galiano Island2016(unpublished technical report)","",NA,"2021-07-04","Andrew Simon","https://www.inaturalist.org/observations/85701684","",53089,"VAS"
"941","Pseudognaphalium thermale","(E.E. Nelson) G.L. Nesom","","slender cudweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Pseudognaphalium","native","S4S5","new 2016","observed","","","","",NA,"2016-06-28","Andrew Simon","http://www.inaturalist.org/observations/3552315","",78765,"VAS"
"942","Pseudotsuga menziesii var. menziesii","(Mirb.) Franco","","coast Douglas-fir","Plantae","Pinophyta","",NA,"Pinopsida","Pinidae","","Pinales",NA,NA,"Pinaceae","","","Pseudotsuga","native","S5","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2011-12-22","T. Abe Lloyd","https://www.inaturalist.org/observations/38191922","",63910,"VAS"
"943","Pteridium aquilinum ssp. pubescens","(L.) Kuhn","Underw.","bracken fern","Plantae","Pteridophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales",NA,NA,"Dennstaedtiaceae","","","Pteridium","native","S5","confirmed","observed","1980-04-12","Harvey Janszen","ER 128 Inventory","",NA,"2014-11-30","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2648027","",52681,"VAS"
"944","Pterospora andromedea","Nutt.","","woodland pinedrops","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales",NA,NA,"Ericaceae","Monotropoideae","","Pterospora","","","new 2021","observed","","","","",NA,"2021-06-16","Audrey Irvine-Broque","https://www.inaturalist.org/observations/83306196","",52118,"VAS"
"945","Pterostegia sp.","","","","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales",NA,NA,"Polygonaceae","Eriogonoideae","Pterostegieae","Pterostegia","","","new 2021","observed","","","","",NA,"2021-03-28","bahati","https://www.inaturalist.org/observations/72314881","",53192,"VAS"
"946","Puccinellia nutkaensis","(J. Presl) Fernald & Weath.","","Pacific alkaligrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Puccinellia","native","S5","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","coastal?",78783,"VAS"
"947","Puccinellia nuttalliana","(Schult.) Hitchc.","","Nuttall's alkaligrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Puccinellia","native","S5","reported","unobserved","1975-07-18","T. C. Brayshaw","RBCM","V097097",1949546223,"","","","Montague; salt marsh",204196,"VAS"
"948","Puccinellia pumila","(Vasey) Hitchc.","","dwarf alkaligrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Puccinellia","native","S5","reported","unobserved","1979-08-15","Harvey Janszen","RBCM","V097860",1949546934,"","","","Montague; salt marsh",78785,"VAS"
"949","Pyrola aphylla","Sm.","","leafless wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Monotropoideae","","Pyrola","native","S3","new 2018","observed","","","","",NA,"2016-05-14","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/3213200","",630966,"VAS"
"950","Pyrola asarifolia","Michx.","","pink wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Monotropoideae","","Pyrola","native","S4","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2019-05-05","Brian Starzomski","https://www.inaturalist.org/observations/24677380","moist, disturbed areas",78793,"VAS"
"951","Pyrola picta","Sm.","","white-veined wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Monotropoideae","","Pyrola","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-05-23","Andrew Simon","https://www.inaturalist.org/observations/12789649","inc. Pyrola aphyllasyn.",62239,"VAS"
"952","Pyrus communis","L.","","common pear","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Pyrus","exotic","SNA","new 2016","observed","","","","",NA,"2016-07-18","Andrew Simon","http://www.inaturalist.org/observations/3702255","",63951,"VAS"
"953","Quercus garryana var. garryana","Douglas ex Hook.","","Garry oak","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Fagales",NA,NA,"Fagaceae","","","Quercus","native","S5","confirmed","observed","1975-05-31","Angela Wood","RBCM","V097386",1949546607,"2011-12-22","T. Abe Lloyd","https://www.inaturalist.org/observations/38191914","",68632,"VAS"
"954","Ranunculus acris","L.","","meadow buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales",NA,NA,"Ranunculaceae","","","Ranunculus","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-05-13","Andrew Simon","http://www.inaturalist.org/observations/3328649","",56064,"VAS"
